"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"8422","MCC","ENSG00000171444","protein_coding","5",113022106,113488823,-1
"8423","MCCC2","ENSG00000281742","protein_coding","HSCHR5_1_CTG1_1",1117263,1134443,1
"8424","MCCC2","ENSG00000275300","protein_coding","HSCHR5_2_CTG1_1",1585782,1602953,1
"8425","MCCC2","ENSG00000131844","protein_coding","5",71579531,71658706,1
"8426","MCCD1","ENSG00000204511","protein_coding","6",31528962,31530232,1
"8427","MCCD1","ENSG00000225228","protein_coding","HSCHR6_MHC_APD_CTG1",2861266,2862781,1
"8428","MCCD1","ENSG00000226841","protein_coding","HSCHR6_MHC_SSTO_CTG1",2828001,2829516,1
"8429","MCCD1","ENSG00000226923","protein_coding","HSCHR6_MHC_COX_CTG1",3006050,3007565,1
"8430","MCCD1","ENSG00000231975","protein_coding","HSCHR6_MHC_DBB_CTG1",2776490,2778005,1
"8431","MCCD1","ENSG00000228662","protein_coding","HSCHR6_MHC_MCF_CTG1",2870660,2872175,1
"8432","MCCD1","ENSG00000206447","protein_coding","HSCHR6_MHC_QBL_CTG1",2784579,2786094,1
"8433","MCCD1","ENSG00000238238","protein_coding","HSCHR6_MHC_MANN_CTG1",2833790,2835305,1
"8434","MCHR2","ENSG00000152034","protein_coding","6",99918519,99994247,-1
"8435","MCHR2-AS1","ENSG00000229315","lncRNA","6",99993897,100107613,1
"8436","MCIDAS","ENSG00000234602","protein_coding","5",55219564,55227315,-1
"8437","MCM3","ENSG00000112118","protein_coding","6",52264014,52284881,-1
"8438","MCM9","ENSG00000111877","protein_coding","6",118813442,118935162,-1
"8439","MCTP1","ENSG00000175471","protein_coding","5",94703690,95285094,-1
"8440","MCTP1-AS1","ENSG00000249545","lncRNA","5",94979151,94980893,1
"8441","MCUR1","ENSG00000050393","protein_coding","6",13786557,13814568,-1
"8442","MDC1","ENSG00000234012","protein_coding","HSCHR6_MHC_APD_CTG1",2029312,2047393,-1
"8443","MDC1","ENSG00000224587","protein_coding","HSCHR6_MHC_COX_CTG1",2179547,2197629,-1
"8444","MDC1","ENSG00000225589","protein_coding","HSCHR6_MHC_DBB_CTG1",1955659,1973740,-1
"8445","MDC1","ENSG00000237095","protein_coding","HSCHR6_MHC_MCF_CTG1",2043883,2061964,-1
"8446","MDC1","ENSG00000231135","protein_coding","HSCHR6_MHC_SSTO_CTG1",2000593,2018675,-1
"8447","MDC1","ENSG00000206481","protein_coding","HSCHR6_MHC_QBL_CTG1",1954920,1973001,-1
"8448","MDC1","ENSG00000137337","protein_coding","6",30699807,30717447,-1
"8449","MDC1","ENSG00000228575","protein_coding","HSCHR6_MHC_MANN_CTG1",2010059,2028140,-1
"8450","MDC1-AS1","ENSG00000231860","lncRNA","HSCHR6_MHC_APD_CTG1",2032572,2042688,1
"8451","MDC1-AS1","ENSG00000236522","lncRNA","HSCHR6_MHC_SSTO_CTG1",2003853,2013969,1
"8452","MDC1-AS1","ENSG00000229681","lncRNA","HSCHR6_MHC_DBB_CTG1",1958919,1969035,1
"8453","MDC1-AS1","ENSG00000224328","lncRNA","6",30703067,30713184,1
"8454","MDC1-AS1","ENSG00000233883","lncRNA","HSCHR6_MHC_MCF_CTG1",2047143,2057259,1
"8455","MDC1-AS1","ENSG00000236766","lncRNA","HSCHR6_MHC_COX_CTG1",2182808,2192924,1
"8456","MDC1-AS1","ENSG00000224508","lncRNA","HSCHR6_MHC_MANN_CTG1",2013319,2023435,1
"8457","MDC1-AS1","ENSG00000227899","lncRNA","HSCHR6_MHC_QBL_CTG1",1958181,1968296,1
"8458","MDFI","ENSG00000112559","protein_coding","6",41636882,41654244,1
"8459","MDGA1","ENSG00000112139","protein_coding","6",37630679,37699306,-1
"8460","MDN1","ENSG00000112159","protein_coding","6",89642498,89819794,-1
"8461","ME1","ENSG00000065833","protein_coding","6",83210402,83431051,-1
"8462","MEA1","ENSG00000124733","protein_coding","6",43011143,43016868,-1
"8463","MED10","ENSG00000291745","protein_coding","HG2476_PATCH",74048,80745,-1
"8464","MED10","ENSG00000133398","protein_coding","5",6371874,6378571,-1
"8465","MED20","ENSG00000124641","protein_coding","6",41905354,41921139,-1
"8466","MED23","ENSG00000112282","protein_coding","6",131573966,131628242,-1
"8467","MED7","ENSG00000155868","protein_coding","5",157137424,157159019,-1
"8468","MEF2C","ENSG00000081189","protein_coding","5",88717117,88904257,-1
"8469","MEF2C-AS1","ENSG00000248309","lncRNA","5",88883276,89467616,1
"8470","MEF2C-AS2","ENSG00000245864","lncRNA","5",88675845,88779088,1
"8471","MEGF10","ENSG00000145794","protein_coding","5",127290796,127465737,1
"8472","MEI4","ENSG00000269964","protein_coding","6",77650274,77927045,1
"8473","MEIKIN","ENSG00000239642","protein_coding","5",131806990,131945698,-1
"8474","MEOX2","ENSG00000106511","protein_coding","7",15611212,15686683,-1
"8475","MEP1A","ENSG00000112818","protein_coding","6",46793389,46839778,1
"8476","METTL24","ENSG00000053328","protein_coding","6",110243940,110358349,-1
"8477","METTL27","ENSG00000165171","protein_coding","7",73834590,73842516,-1
"8478","MFAP3","ENSG00000037749","protein_coding","5",154038959,154220478,1
"8479","MFAP3L","ENSG00000198948","protein_coding","4",169986597,170033031,-1
"8480","MFSD4B","ENSG00000173214","protein_coding","6",111259327,111445354,1
"8481","MGAT1","ENSG00000131446","protein_coding","5",180784780,180815652,-1
"8482","MGAT4B","ENSG00000284501","protein_coding","HG30_PATCH",563170,572521,-1
"8483","MGAT4B","ENSG00000161013","protein_coding","5",179797597,179806952,-1
"8484","MICA","ENSG00000231225","protein_coding","HSCHR6_MHC_SSTO_CTG1",2702061,2718516,1
"8485","MICA","ENSG00000204520","protein_coding","6",31399784,31415315,1
"8486","MICA","ENSG00000233051","protein_coding","HSCHR6_MHC_COX_CTG1",2880151,2896610,1
"8487","MICA","ENSG00000235233","protein_coding","HSCHR6_MHC_MANN_CTG1",2708377,2724826,1
"8488","MICA","ENSG00000183214","protein_coding","HSCHR6_MHC_QBL_CTG1",2655411,2671966,1
"8489","MICAL1","ENSG00000135596","protein_coding","6",109444062,109465968,-1
"8490","MICALL2","ENSG00000164877","protein_coding","7",1428465,1459470,-1
"8491","MICB","ENSG00000204516","protein_coding","6",31494881,31511124,1
"8492","MICB","ENSG00000231179","protein_coding","HSCHR6_MHC_APD_CTG1",2827449,2843674,1
"8493","MICB","ENSG00000234218","protein_coding","HSCHR6_MHC_COX_CTG1",2975426,2988464,1
"8494","MICB","ENSG00000224378","protein_coding","HSCHR6_MHC_DBB_CTG1",2745694,2758910,1
"8495","MICB","ENSG00000227772","protein_coding","HSCHR6_MHC_SSTO_CTG1",2797381,2810410,1
"8496","MICB","ENSG00000238289","protein_coding","HSCHR6_MHC_MCF_CTG1",2840040,2853071,1
"8497","MICB","ENSG00000231372","protein_coding","HSCHR6_MHC_MANN_CTG1",2810695,2816200,1
"8498","MICB","ENSG00000206449","protein_coding","HSCHR6_MHC_QBL_CTG1",2753986,2767002,1
"8499","MIER3","ENSG00000155545","protein_coding","5",56919602,56971675,-1
"8500","MINAR2","ENSG00000186367","protein_coding","5",129748094,129766732,1
"8501","MINDY4","ENSG00000106125","protein_coding","7",30771417,30892387,1
"8502","MIOS","ENSG00000164654","protein_coding","7",7566875,7608932,1
"8503","MIR3142HG","ENSG00000253522","lncRNA","5",160438594,160600965,1
"8504","MIR3936HG","ENSG00000233006","lncRNA","5",132311285,132370170,-1
"8505","MIR3945HG","ENSG00000251230","lncRNA","4",184843296,184855751,-1
"8506","MIR4458HG","ENSG00000247516","lncRNA","5",8450701,8486930,1
"8507","MIR548A1HG","ENSG00000283408","lncRNA","6",18521177,18674001,1
"8508","MLIP","ENSG00000146147","protein_coding","6",53929982,54266280,1
"8509","MLIP-AS1","ENSG00000235050","lncRNA","6",53978549,54079726,-1
"8510","MLN","ENSG00000096395","protein_coding","6",33794673,33804003,-1
"8511","MLXIPL","ENSG00000009950","protein_coding","7",73593194,73624543,-1
"8512","MMD2","ENSG00000136297","protein_coding","7",4905989,4959212,-1
"8513","MMS22L","ENSG00000146263","protein_coding","6",97142161,97283217,-1
"8514","MMUT","ENSG00000146085","protein_coding","6",49430360,49463253,-1
"8515","MOCS1","ENSG00000124615","protein_coding","6",39899578,39934551,-1
"8516","MOCS2","ENSG00000164172","protein_coding","5",53095679,53110063,-1
"8517","MOG","ENSG00000204655","protein_coding","6",29657002,29672372,1
"8518","MOG","ENSG00000234096","protein_coding","HSCHR6_MHC_APD_CTG1",922690,938080,1
"8519","MOG","ENSG00000234623","protein_coding","HSCHR6_MHC_DBB_CTG1",922526,937918,1
"8520","MOG","ENSG00000237834","protein_coding","HSCHR6_MHC_COX_CTG1",1143453,1158845,1
"8521","MOG","ENSG00000236561","protein_coding","HSCHR6_MHC_SSTO_CTG1",966016,981404,1
"8522","MOG","ENSG00000232641","protein_coding","HSCHR6_MHC_MCF_CTG1",922380,937746,1
"8523","MOG","ENSG00000230885","protein_coding","HSCHR6_MHC_MANN_CTG1",922098,937486,1
"8524","MOG","ENSG00000137345","protein_coding","HSCHR6_MHC_QBL_CTG1",922481,937873,1
"8525","MOXD1","ENSG00000079931","protein_coding","6",132296055,132401475,-1
"8526","MPC1","ENSG00000060762","protein_coding","6",166364919,166383013,-1
"8527","MPIG6B","ENSG00000204420","protein_coding","6",31718594,31726714,1
"8528","MPIG6B","ENSG00000230060","protein_coding","HSCHR6_MHC_COX_CTG1",3195882,3203998,1
"8529","MPIG6B","ENSG00000231003","protein_coding","HSCHR6_MHC_SSTO_CTG1",3017890,3026006,1
"8530","MPIG6B","ENSG00000224393","protein_coding","HSCHR6_MHC_DBB_CTG1",2966356,2974472,1
"8531","MPIG6B","ENSG00000237459","protein_coding","HSCHR6_MHC_MCF_CTG1",3060469,3068585,1
"8532","MPIG6B","ENSG00000228090","protein_coding","HSCHR6_MHC_MANN_CTG1",3023640,3031757,1
"8533","MPIG6B","ENSG00000206396","protein_coding","HSCHR6_MHC_QBL_CTG1",2974408,2982521,1
"8534","MPLKIP","ENSG00000168303","protein_coding","7",40126027,40134622,-1
"8535","MRAP2","ENSG00000135324","protein_coding","6",84033772,84090881,1
"8536","MRM2","ENSG00000122687","protein_coding","7",2234195,2242205,-1
"8537","MRNIP","ENSG00000283918","protein_coding","HG30_PATCH",600693,627733,-1
"8538","MRNIP","ENSG00000161010","protein_coding","5",179835133,179862173,-1
"8539","MROH2B","ENSG00000171495","protein_coding","5",40998017,41071342,-1
"8540","MRPL14","ENSG00000180992","protein_coding","6",44113451,44127452,-1
"8541","MRPL18","ENSG00000112110","protein_coding","6",159789812,159798436,1
"8542","MRPL2","ENSG00000112651","protein_coding","6",43054029,43059438,-1
"8543","MRPL22","ENSG00000082515","protein_coding","5",154941073,154969411,1
"8544","MRPL32","ENSG00000106591","protein_coding","7",42932376,42948958,1
"8545","MRPL36","ENSG00000171421","protein_coding","5",1798385,1801366,-1
"8546","MRPS10","ENSG00000048544","protein_coding","6",42206694,42217861,-1
"8547","MRPS17","ENSG00000239789","protein_coding","7",55951877,55956500,1
"8548","MRPS18A","ENSG00000096080","protein_coding","6",43671202,43687791,-1
"8549","MRPS18B","ENSG00000204568","protein_coding","6",30617840,30626395,1
"8550","MRPS18B","ENSG00000227420","protein_coding","HSCHR6_MHC_COX_CTG1",2097433,2106119,1
"8551","MRPS18B","ENSG00000233813","protein_coding","HSCHR6_MHC_DBB_CTG1",1873539,1882225,1
"8552","MRPS18B","ENSG00000223775","protein_coding","HSCHR6_MHC_SSTO_CTG1",1918467,1927153,1
"8553","MRPS18B","ENSG00000229861","protein_coding","HSCHR6_MHC_MCF_CTG1",1961757,1970443,1
"8554","MRPS18B","ENSG00000203624","protein_coding","HSCHR6_MHC_QBL_CTG1",1872797,1881483,1
"8555","MRPS18B","ENSG00000226111","protein_coding","HSCHR6_MHC_MANN_CTG1",1927938,1936624,1
"8556","MRPS24","ENSG00000062582","protein_coding","7",43866558,43869893,-1
"8557","MRPS27","ENSG00000113048","protein_coding","5",72214953,72321717,-1
"8558","MRPS30","ENSG00000112996","protein_coding","5",44808947,44820428,1
"8559","MRPS30-DT","ENSG00000251141","lncRNA","5",44495094,44809850,-1
"8560","MRS2","ENSG00000124532","protein_coding","6",24402908,24426194,1
"8561","MSH3","ENSG00000113318","protein_coding","5",80654652,80876815,1
"8562","MSH5","ENSG00000204410","protein_coding","6",31739677,31762676,1
"8563","MSH5","ENSG00000233345","protein_coding","HSCHR6_MHC_APD_CTG1",3089204,3095756,1
"8564","MSH5","ENSG00000230293","protein_coding","HSCHR6_MHC_DBB_CTG1",2987757,3010450,1
"8565","MSH5","ENSG00000235222","protein_coding","HSCHR6_MHC_COX_CTG1",3217271,3239933,1
"8566","MSH5","ENSG00000237333","protein_coding","HSCHR6_MHC_SSTO_CTG1",3039288,3061968,1
"8567","MSH5","ENSG00000227314","protein_coding","HSCHR6_MHC_MCF_CTG1",3081867,3105033,1
"8568","MSH5","ENSG00000235569","protein_coding","HSCHR6_MHC_QBL_CTG1",2995810,3017580,1
"8569","MSH5","ENSG00000230961","protein_coding","HSCHR6_MHC_MANN_CTG1",3045038,3052473,1
"8570","MSMO1","ENSG00000052802","protein_coding","4",165327667,165343164,1
"8571","MSX2","ENSG00000120149","protein_coding","5",174724582,174730896,1
"8572","MTCH1","ENSG00000137409","protein_coding","6",36965807,36986298,-1
"8573","MTFR2","ENSG00000146410","protein_coding","6",136231024,136250335,-1
"8574","MTHFD1L","ENSG00000120254","protein_coding","6",150865679,151101887,1
"8575","MTMR12","ENSG00000150712","protein_coding","5",32226994,32312987,-1
"8576","MTNR1A","ENSG00000168412","protein_coding","4",186526792,186555567,-1
"8577","MTO1","ENSG00000135297","protein_coding","6",73461578,73509236,1
"8578","MTRES1","ENSG00000130349","protein_coding","6",107028199,107051586,1
"8579","MTREX","ENSG00000039123","protein_coding","5",55307989,55425579,1
"8580","MTRF1L","ENSG00000112031","protein_coding","6",152987362,153002709,-1
"8581","MTRR","ENSG00000124275","protein_coding","5",7851186,7906025,1
"8582","MTURN","ENSG00000180354","protein_coding","7",30134986,30162765,1
"8583","MTX3","ENSG00000177034","protein_coding","5",79976716,79991262,-1
"8584","MUC21","ENSG00000204544","protein_coding","6",30983718,30989903,1
"8585","MUC21","ENSG00000231350","protein_coding","HSCHR6_MHC_APD_CTG1",2313218,2319398,1
"8586","MUC21","ENSG00000234137","protein_coding","HSCHR6_MHC_COX_CTG1",2463289,2469484,1
"8587","MUC21","ENSG00000227506","protein_coding","HSCHR6_MHC_MCF_CTG1",2327856,2334046,1
"8588","MUC21","ENSG00000237962","protein_coding","HSCHR6_MHC_DBB_CTG1",2240021,2246201,1
"8589","MUC21","ENSG00000223590","protein_coding","HSCHR6_MHC_MANN_CTG1",2293961,2300241,1
"8590","MUC21","ENSG00000206463","protein_coding","HSCHR6_MHC_QBL_CTG1",2238874,2245269,1
"8591","MUC22","ENSG00000237108","lncRNA","HSCHR6_MHC_APD_CTG1",2359750,2364549,1
"8592","MUC22","ENSG00000234063","lncRNA","HSCHR6_MHC_COX_CTG1",2490065,2515096,1
"8593","MUC22","ENSG00000234461","lncRNA","HSCHR6_MHC_DBB_CTG1",2286555,2291354,1
"8594","MUC22","ENSG00000227132","lncRNA","HSCHR6_MHC_MCF_CTG1",2354613,2379541,1
"8595","MUC22","ENSG00000229199","lncRNA","HSCHR6_MHC_QBL_CTG1",2266087,2291039,1
"8596","MUC22","ENSG00000229126","protein_coding","HSCHR6_MHC_SSTO_CTG1",2311184,2336137,1
"8597","MUC22","ENSG00000231474","lncRNA","HSCHR6_MHC_MANN_CTG1",2320965,2345917,1
"8598","MUC22","ENSG00000261272","protein_coding","6",31010474,31035402,1
"8599","MUCL3","ENSG00000232308","protein_coding","HSCHR6_MHC_COX_CTG1",2420584,2433795,1
"8600","MUCL3","ENSG00000257232","protein_coding","HSCHR6_MHC_MCF_CTG1",2285105,2295265,1
"8601","MUCL3","ENSG00000232251","protein_coding","HSCHR6_MHC_DBB_CTG1",2197308,2210527,1
"8602","MUCL3","ENSG00000229284","protein_coding","HSCHR6_MHC_QBL_CTG1",2196154,2209373,1
"8603","MUCL3","ENSG00000168631","protein_coding","6",30934523,30954221,1
"8604","MXD3","ENSG00000213347","protein_coding","5",177301461,177312757,-1
"8605","MYB","ENSG00000118513","protein_coding","6",135181308,135219173,1
"8606","MYB-AS1","ENSG00000236703","lncRNA","6",135195083,135195995,-1
"8607","MYCT1","ENSG00000120279","protein_coding","6",152697897,152724569,1
"8608","MYL7","ENSG00000106631","protein_coding","7",44138864,44141332,-1
"8609","MYLIP","ENSG00000007944","protein_coding","6",16129086,16151367,1
"8610","MYLK4","ENSG00000145949","protein_coding","6",2663629,2770330,-1
"8611","MYMX","ENSG00000262179","protein_coding","6",44216926,44218236,1
"8612","MYO10","ENSG00000145555","protein_coding","5",16661907,16936288,-1
"8613","MYO1G","ENSG00000136286","protein_coding","7",44962662,44979088,-1
"8614","MYO6","ENSG00000196586","protein_coding","6",75749201,75919537,1
"8615","MYOT","ENSG00000120729","protein_coding","5",137867858,137887851,1
"8616","MYOZ3","ENSG00000164591","protein_coding","5",150660882,150679368,1
"8617","MZB1","ENSG00000170476","protein_coding","5",139387467,139390081,-1
"8618","N4BP3","ENSG00000145911","protein_coding","5",178113532,178126081,1
"8619","NACAD","ENSG00000136274","protein_coding","7",45080437,45088969,-1
"8620","NADK2","ENSG00000152620","protein_coding","5",36192589,36242279,-1
"8621","NADK2-AS1","ENSG00000245711","lncRNA","5",36221055,36221902,1
"8622","NAF1","ENSG00000145414","protein_coding","4",163110073,163166890,-1
"8623","NAIP","ENSG00000276068","protein_coding","HSCHR5_1_CTG1_1",516878,573494,-1
"8624","NAIP","ENSG00000278613","protein_coding","HSCHR5_2_CTG1_1",385732,442341,1
"8625","NAIP","ENSG00000249437","protein_coding","5",70968166,71025339,-1
"8626","NANOGP11","ENSG00000233464","lncRNA","6",152545930,152546984,1
"8627","NBAT1","ENSG00000260455","lncRNA","6",22133205,22222641,-1
"8628","NCOA7","ENSG00000111912","protein_coding","6",125781161,125932034,1
"8629","NCOA7-AS1","ENSG00000232131","lncRNA","6",125797856,125818858,-1
"8630","NCR2","ENSG00000096264","protein_coding","6",41335608,41350889,1
"8631","NCR3","ENSG00000204475","protein_coding","6",31588895,31593006,-1
"8632","NCR3","ENSG00000236315","protein_coding","HSCHR6_MHC_APD_CTG1",2921474,2925564,-1
"8633","NCR3","ENSG00000237808","protein_coding","HSCHR6_MHC_COX_CTG1",3066178,3070268,-1
"8634","NCR3","ENSG00000223833","protein_coding","HSCHR6_MHC_SSTO_CTG1",2888176,2892265,-1
"8635","NCR3","ENSG00000206430","protein_coding","HSCHR6_MHC_QBL_CTG1",2844718,2848806,-1
"8636","NCR3","ENSG00000225211","protein_coding","HSCHR6_MHC_MCF_CTG1",2930788,2934878,-1
"8637","NCR3","ENSG00000237103","protein_coding","HSCHR6_MHC_DBB_CTG1",2836632,2840722,-1
"8638","NCR3","ENSG00000236979","protein_coding","HSCHR6_MHC_MANN_CTG1",2893936,2898026,-1
"8639","NDFIP1","ENSG00000131507","protein_coding","5",142108779,142154440,1
"8640","NDST1","ENSG00000070614","protein_coding","5",150485818,150558211,1
"8641","NDST1-AS1","ENSG00000254333","lncRNA","5",150475517,150486187,-1
"8642","NDUFA2","ENSG00000131495","protein_coding","5",140638740,140647771,-1
"8643","NDUFA4","ENSG00000189043","protein_coding","7",10931943,10940153,-1
"8644","NDUFAF2","ENSG00000164182","protein_coding","5",60945177,61154531,1
"8645","NDUFAF4","ENSG00000123545","protein_coding","6",96889315,96897891,-1
"8646","NDUFS4","ENSG00000164258","protein_coding","5",53560633,53683338,1
"8647","NDUFS6","ENSG00000145494","protein_coding","5",1801407,1816048,1
"8648","NEDD9","ENSG00000111859","protein_coding","6",11183298,11382348,-1
"8649","NEIL3","ENSG00000109674","protein_coding","4",177309874,177362936,1
"8650","NEK1","ENSG00000137601","protein_coding","4",169369704,169612632,-1
"8651","NELFE","ENSG00000206268","protein_coding","HSCHR6_MHC_DBB_CTG1",3199867,3206867,-1
"8652","NELFE","ENSG00000204356","protein_coding","6",31952087,31959038,-1
"8653","NELFE","ENSG00000231044","protein_coding","HSCHR6_MHC_COX_CTG1",3429514,3436519,-1
"8654","NELFE","ENSG00000233801","protein_coding","HSCHR6_MHC_SSTO_CTG1",3253276,3260281,-1
"8655","NELFE","ENSG00000206357","protein_coding","HSCHR6_MHC_QBL_CTG1",3208062,3215062,-1
"8656","NELFE","ENSG00000229363","protein_coding","HSCHR6_MHC_MCF_CTG1",3294123,3301128,-1
"8657","NEU1","ENSG00000228691","protein_coding","HSCHR6_MHC_APD_CTG1",3190275,3195522,-1
"8658","NEU1","ENSG00000234343","protein_coding","HSCHR6_MHC_DBB_CTG1",3105437,3110684,-1
"8659","NEU1","ENSG00000227315","protein_coding","HSCHR6_MHC_COX_CTG1",3335076,3340324,-1
"8660","NEU1","ENSG00000234846","protein_coding","HSCHR6_MHC_SSTO_CTG1",3158886,3164159,-1
"8661","NEU1","ENSG00000184494","protein_coding","HSCHR6_MHC_QBL_CTG1",3113631,3118878,-1
"8662","NEU1","ENSG00000227129","protein_coding","HSCHR6_MHC_MCF_CTG1",3199729,3204976,-1
"8663","NEU1","ENSG00000223957","protein_coding","HSCHR6_MHC_MANN_CTG1",3162875,3168122,-1
"8664","NEU1","ENSG00000204386","protein_coding","6",31857063,31862905,-1
"8665","NEURL1B","ENSG00000214357","protein_coding","5",172641263,172691540,1
"8666","NEUROD6","ENSG00000164600","protein_coding","7",31337465,31340726,-1
"8667","NEUROG1","ENSG00000181965","protein_coding","5",135534282,135535964,-1
"8668","NFE2L3","ENSG00000050344","protein_coding","7",26152198,26187137,1
"8669","NFKBIE","ENSG00000146232","protein_coding","6",44258166,44265788,-1
"8670","NFKBIL1","ENSG00000236346","protein_coding","HSCHR6_MHC_SSTO_CTG1",2846154,2858110,1
"8671","NFKBIL1","ENSG00000236196","protein_coding","HSCHR6_MHC_DBB_CTG1",2794636,2806586,1
"8672","NFKBIL1","ENSG00000234530","protein_coding","HSCHR6_MHC_COX_CTG1",3024196,3036142,1
"8673","NFKBIL1","ENSG00000235125","protein_coding","HSCHR6_MHC_MCF_CTG1",2888805,2900754,1
"8674","NFKBIL1","ENSG00000206440","protein_coding","HSCHR6_MHC_QBL_CTG1",2802722,2814673,1
"8675","NFKBIL1","ENSG00000227565","protein_coding","HSCHR6_MHC_MANN_CTG1",2851919,2863876,1
"8676","NFKBIL1","ENSG00000204498","protein_coding","6",31546870,31558829,1
"8677","NFYA","ENSG00000001167","protein_coding","6",41072974,41102403,1
"8678","NHLRC1","ENSG00000187566","protein_coding","6",18120440,18122677,-1
"8679","NHP2","ENSG00000145912","protein_coding","5",178149463,178153894,-1
"8680","NHSL1","ENSG00000135540","protein_coding","6",138422043,138692571,-1
"8681","NIM1K","ENSG00000177453","protein_coding","5",43192071,43280850,1
"8682","NIPAL4","ENSG00000172548","protein_coding","5",157460213,157474722,1
"8683","NIPBL","ENSG00000164190","protein_coding","5",36876769,37066413,1
"8684","NIPBL-DT","ENSG00000285967","lncRNA","5",36864425,36876700,-1
"8685","NIPSNAP2","ENSG00000146729","protein_coding","7",55951793,56000181,1
"8686","NKAIN2","ENSG00000188580","protein_coding","6",123803865,124825640,1
"8687","NKAPL","ENSG00000189134","protein_coding","6",28259297,28260958,1
"8688","NKD2","ENSG00000276920","protein_coding","HSCHR5_4_CTG1",27336,57450,1
"8689","NKD2","ENSG00000145506","protein_coding","5",1008802,1038943,1
"8690","NKX2-5","ENSG00000183072","protein_coding","5",173232109,173235311,-1
"8691","NLN","ENSG00000123213","protein_coding","5",65722205,65871725,1
"8692","NMBR","ENSG00000135577","protein_coding","6",142058330,142147122,-1
"8693","NMBR-AS1","ENSG00000236822","lncRNA","6",142088233,142089219,1
"8694","NME5","ENSG00000112981","protein_coding","5",138115175,138139443,-1
"8695","NME8","ENSG00000086288","protein_coding","7",37848597,37900397,1
"8696","NMUR2","ENSG00000132911","protein_coding","5",152391546,152433368,-1
"8697","NNT","ENSG00000112992","protein_coding","5",43602692,43707405,1
"8698","NNT-AS1","ENSG00000248092","lncRNA","5",43571594,43603230,-1
"8699","NOD1","ENSG00000106100","protein_coding","7",30424527,30478784,-1
"8700","NOL7","ENSG00000225921","protein_coding","6",13615335,13632739,1
"8701","NOP16","ENSG00000048162","protein_coding","5",176383946,176388927,-1
"8702","NOTCH4","ENSG00000238196","protein_coding","HSCHR6_MHC_APD_CTG1",3527442,3536999,-1
"8703","NOTCH4","ENSG00000204301","protein_coding","6",32194843,32224067,-1
"8704","NOTCH4","ENSG00000235396","protein_coding","HSCHR6_MHC_COX_CTG1",3633192,3662414,-1
"8705","NOTCH4","ENSG00000234876","protein_coding","HSCHR6_MHC_SSTO_CTG1",3511048,3540275,-1
"8706","NOTCH4","ENSG00000223355","protein_coding","HSCHR6_MHC_MCF_CTG1",3536859,3566106,-1
"8707","NOTCH4","ENSG00000232339","protein_coding","HSCHR6_MHC_MANN_CTG1",3499821,3529069,-1
"8708","NOTCH4","ENSG00000206312","protein_coding","HSCHR6_MHC_QBL_CTG1",3418042,3447269,-1
"8709","NOX3","ENSG00000074771","protein_coding","6",155395368,155455839,-1
"8710","NPC1L1","ENSG00000015520","protein_coding","7",44512535,44541330,-1
"8711","NPM1","ENSG00000181163","protein_coding","5",171387116,171411810,1
"8712","NPR3","ENSG00000113389","protein_coding","5",32689070,32791724,1
"8713","NPSR1","ENSG00000187258","protein_coding","7",34658218,34878332,1
"8714","NPSR1-AS1","ENSG00000197085","lncRNA","7",34287269,34871582,-1
"8715","NPVF","ENSG00000105954","protein_coding","7",25224570,25228486,-1
"8716","NPY","ENSG00000122585","protein_coding","7",24284188,24291862,1
"8717","NPY1R","ENSG00000164128","protein_coding","4",163323962,163344832,-1
"8718","NPY5R","ENSG00000164129","protein_coding","4",163343892,163351934,1
"8719","NQO2","ENSG00000124588","protein_coding","6",2987987,3019755,1
"8720","NR2E1","ENSG00000112333","protein_coding","6",108166022,108188805,1
"8721","NR2F1","ENSG00000175745","protein_coding","5",93583222,93594611,1
"8722","NR2F1-AS1","ENSG00000237187","lncRNA","5",93360779,93585649,-1
"8723","NR3C1","ENSG00000113580","protein_coding","5",143277931,143435512,-1
"8724","NREP","ENSG00000134986","protein_coding","5",111662621,111997464,-1
"8725","NREP-AS1","ENSG00000250095","lncRNA","5",111912508,112017309,1
"8726","NRG2","ENSG00000158458","protein_coding","5",139846779,140043299,-1
"8727","NRM","ENSG00000236843","protein_coding","HSCHR6_MHC_DBB_CTG1",1943901,1947274,-1
"8728","NRM","ENSG00000228854","protein_coding","HSCHR6_MHC_APD_CTG1",2017554,2020927,-1
"8729","NRM","ENSG00000234809","protein_coding","HSCHR6_MHC_MCF_CTG1",2032124,2035497,-1
"8730","NRM","ENSG00000235773","protein_coding","HSCHR6_MHC_COX_CTG1",2167791,2171164,-1
"8731","NRM","ENSG00000137404","protein_coding","6",30688047,30691420,-1
"8732","NRM","ENSG00000206484","protein_coding","HSCHR6_MHC_QBL_CTG1",1943161,1946534,-1
"8733","NRM","ENSG00000228867","protein_coding","HSCHR6_MHC_MANN_CTG1",1998300,2001673,-1
"8734","NRN1","ENSG00000124785","protein_coding","6",5997999,6007605,-1
"8735","NRSN1","ENSG00000152954","protein_coding","6",24126186,24154900,1
"8736","NSA2","ENSG00000164346","protein_coding","5",74766991,74780113,1
"8737","NSD1","ENSG00000165671","protein_coding","5",177131830,177300213,1
"8738","NSG2","ENSG00000170091","protein_coding","5",174045706,174243501,1
"8739","NSUN2","ENSG00000037474","protein_coding","5",6599239,6633291,-1
